LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Perugia;1/5/2020;"17";"13";"19";"12";"72";"18";"11";"22";"0";"1011";"0";"0";""
Perugia;2/5/2020;"17";"14";"22";"13";"76";"21";"9";"21";"0";"1009";"0";"0";"pioggia "
Perugia;3/5/2020;"16";"11";"22";"9";"66";"19";"12";"33";"0";"1013";"0";"0";""
Perugia;4/5/2020;"16";"7";"24";"5";"54";"21";"9";"22";"0";"1018";"0";"0";""
Perugia;5/5/2020;"16";"9";"23";"10";"69";"18";"12";"26";"0";"1016";"0";"0";""
Perugia;6/5/2020;"16";"10";"23";"10";"69";"21";"13";"30";"0";"1014";"0";"0";""
Perugia;7/5/2020;"16";"10";"22";"5";"50";"21";"19";"24";"0";"1020";"0";"0";""
Perugia;8/5/2020;"17";"5";"26";"7";"53";"21";"8";"15";"0";"1021";"0";"0";""
Perugia;9/5/2020;"17";"8";"25";"8";"63";"19";"9";"15";"0";"1017";"0";"0";""
Perugia;10/5/2020;"18";"11";"25";"10";"63";"20";"7";"17";"0";"1012";"0";"0";""
Perugia;11/5/2020;"18";"14";"23";"10";"61";"21";"15";"31";"0";"1008";"0";"0";"pioggia "
Perugia;12/5/2020;"18";"16";"23";"13";"72";"19";"14";"26";"0";"1011";"0";"0";"pioggia "
Perugia;13/5/2020;"19";"11";"26";"12";"66";"19";"9";"17";"0";"1011";"0";"0";""
Perugia;14/5/2020;"21";"16";"29";"15";"69";"18";"13";"21";"0";"1007";"0";"0";"pioggia "
Perugia;15/5/2020;"19";"15";"22";"12";"64";"16";"18";"28";"0";"1013";"0";"0";""
Perugia;16/5/2020;"16";"13";"20";"13";"82";"18";"9";"18";"0";"1017";"0";"0";"pioggia "
Perugia;17/5/2020;"23";"16";"29";"14";"60";"19";"13";"21";"0";"1014";"0";"0";""
Perugia;18/5/2020;"19";"16";"22";"14";"69";"21";"16";"26";"0";"1016";"0";"0";"pioggia "
Perugia;19/5/2020;"20";"16";"26";"13";"67";"18";"11";"24";"0";"1011";"0";"0";"pioggia temporale "
Perugia;20/5/2020;"16";"14";"18";"13";"82";"20";"16";"30";"0";"1010";"0";"0";"pioggia "
Perugia;21/5/2020;"18";"12";"23";"8";"53";"19";"19";"31";"0";"1016";"0";"0";""
Perugia;22/5/2020;"19";"9";"27";"10";"59";"18";"10";"13";"0";"1023";"0";"0";""
Perugia;23/5/2020;"20";"11";"29";"12";"62";"18";"10";"24";"0";"1025";"0";"0";""
Perugia;24/5/2020;"20";"13";"25";"12";"61";"19";"13";"28";"0";"1023";"0";"0";""
Perugia;25/5/2020;"20";"12";"26";"6";"44";"20";"17";"26";"0";"1024";"0";"0";""
Perugia;26/5/2020;"18";"11";"22";"5";"47";"20";"19";"30";"0";"1025";"0";"0";""
Perugia;27/5/2020;"17";"11";"21";"6";"50";"21";"19";"33";"0";"1027";"0";"0";""
Perugia;28/5/2020;"16";"7";"23";"7";"58";"17";"11";"18";"0";"1024";"0";"0";""
Perugia;29/5/2020;"13";"11";"15";"10";"82";"17";"16";"28";"0";"1019";"0";"0";"pioggia "
Perugia;30/5/2020;"14";"11";"20";"10";"79";"20";"16";"31";"0";"1016";"0";"0";"pioggia "
Perugia;31/5/2020;"16";"9";"21";"9";"65";"21";"9";"18";"0";"1015";"0";"0";""
