LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Matera;1/12/2021;"6";"3";"13";"4";"71";"23";"14";"21";"0";"1016";"0";"0";""
Matera;2/12/2021;"12";"8";"14";"9";"86";"19";"25";"37";"0";"1006";"0";"0";"pioggia "
Matera;3/12/2021;"11";"10";"13";"9";"90";"9";"12";"22";"0";"1004";"0";"0";"pioggia "
Matera;4/12/2021;"10";"7";"13";"5";"70";"16";"15";"30";"0";"1010";"0";"0";""
Matera;5/12/2021;"11";"7";"14";"9";"87";"16";"17";"28";"0";"1004";"0";"0";"pioggia "
Matera;6/12/2021;"9";"7";"11";"8";"93";"11";"12";"33";"0";"1000";"0";"0";"pioggia "
Matera;7/12/2021;"7";"7";"8";"4";"78";"17";"35";"41";"0";"1005";"0";"0";"pioggia "
Matera;8/12/2021;"8";"4";"10";"4";"81";"21";"19";"28";"0";"1010";"0";"0";"pioggia "
Matera;9/12/2021;"10";"9";"11";"8";"89";"13";"17";"24";"0";"1002";"0";"0";""
Matera;10/12/2021;"9";"5";"12";"4";"73";"18";"18";"35";"0";"1003";"0";"0";"pioggia "
Matera;11/12/2021;"10";"9";"11";"6";"78";"17";"14";"26";"0";"996";"0";"0";"pioggia "
Matera;12/12/2021;"8";"7";"9";"7";"94";"9";"26";"33";"0";"1010";"0";"0";"pioggia "
Matera;13/12/2021;"9";"7";"10";"3";"69";"20";"23";"35";"0";"1019";"0";"0";""
Matera;14/12/2021;"9";"7";"10";"3";"69";"21";"23";"33";"0";"1019";"0";"0";""
Matera;15/12/2021;"8";"6";"11";"5";"80";"17";"19";"24";"0";"1022";"0";"0";""
Matera;16/12/2021;"7";"5";"10";"5";"85";"18";"12";"17";"0";"1023";"0";"0";""
Matera;17/12/2021;"10";"7";"12";"7";"80";"19";"27";"31";"0";"1023";"0";"0";""
Matera;18/12/2021;"8";"7";"9";"1";"49";"19";"29";"42";"0";"1023";"0";"0";"pioggia "
Matera;19/12/2021;"8";"5";"12";"4";"71";"22";"18";"30";"0";"1018";"0";"0";""
Matera;20/12/2021;"10";"5";"14";"6";"73";"18";"12";"17";"0";"1015";"0";"0";""
Matera;21/12/2021;"6";"3";"9";"3";"76";"15";"11";"21";"0";"1021";"0";"0";""
Matera;22/12/2021;"9";"4";"11";"2";"64";"19";"8";"11";"0";"1022";"0";"0";""
Matera;23/12/2021;"7";"3";"12";"3";"78";"17";"9";"22";"0";"1023";"0";"0";""
Matera;24/12/2021;"10";"7";"15";"5";"70";"19";"13";"21";"0";"1017";"0";"0";""
Matera;25/12/2021;"11";"8";"14";"10";"91";"12";"22";"35";"0";"1013";"0";"0";""
Matera;26/12/2021;"13";"11";"16";"9";"80";"12";"19";"24";"0";"1010";"0";"0";""
Matera;27/12/2021;"13";"10";"16";"11";"91";"8";"12";"21";"0";"1009";"0";"0";"nebbia "
Matera;28/12/2021;"11";"8";"16";"10";"93";"10";"5";"15";"0";"1007";"0";"0";"nebbia "
Matera;29/12/2021;"12";"9";"16";"9";"85";"14";"15";"26";"0";"1008";"0";"0";""
Matera;30/12/2021;"10";"8";"13";"9";"90";"10";"20";"28";"0";"1014";"0";"0";""
Matera;31/12/2021;"13";"8";"17";"7";"70";"17";"15";"26";"0";"1022";"0";"0";""
