LOCALITA;DATA;TMEDIA °C;TMIN °C;TMAX °C;PUNTORUGIADA °C;UMIDITA %;VISIBILITA km;VENTOMEDIA km/h;VENTOMAX km/h;RAFFICA km/h;PRESSIONESLM mb;PRESSIONEMEDIA mb;PIOGGIA mm;FENOMENI
Matera;1/7/2021;"28";"23";"32";"11";"39";"19";"15";"22";"0";"1012";"0";"0";""
Matera;2/7/2021;"25";"19";"30";"14";"53";"19";"13";"24";"0";"1013";"0";"0";""
Matera;3/7/2021;"25";"19";"29";"12";"50";"22";"13";"24";"0";"1014";"0";"0";""
Matera;4/7/2021;"26";"19";"33";"14";"50";"22";"14";"30";"0";"1012";"0";"0";""
Matera;5/7/2021;"25";"20";"29";"17";"62";"21";"19";"26";"0";"1010";"0";"0";""
Matera;6/7/2021;"26";"20";"31";"15";"53";"20";"15";"22";"0";"1013";"0";"0";""
Matera;7/7/2021;"28";"17";"37";"12";"42";"20";"7";"17";"0";"1014";"0";"0";""
Matera;8/7/2021;"30";"20";"38";"14";"42";"18";"9";"24";"0";"1017";"0";"0";""
Matera;9/7/2021;"29";"23";"36";"17";"51";"21";"12";"24";"0";"1016";"0";"0";""
Matera;10/7/2021;"27";"22";"31";"14";"48";"22";"15";"22";"0";"1014";"0";"0";""
Matera;11/7/2021;"27";"19";"33";"12";"44";"20";"11";"21";"0";"1012";"0";"0";""
Matera;12/7/2021;"27";"19";"33";"14";"46";"19";"11";"18";"0";"1013";"0";"0";""
Matera;13/7/2021;"27";"21";"33";"17";"57";"16";"21";"33";"0";"1012";"0";"0";""
Matera;14/7/2021;"28";"22";"35";"15";"53";"17";"14";"30";"0";"1012";"0";"0";"nebbia "
Matera;15/7/2021;"22";"19";"24";"5";"34";"25";"13";"17";"0";"1013";"0";"0";""
Matera;16/7/2021;"25";"20";"30";"13";"52";"23";"13";"18";"0";"1011";"0";"0";""
Matera;17/7/2021;"22";"19";"28";"16";"75";"16";"11";"21";"0";"1008";"0";"0";"pioggia temporale "
Matera;18/7/2021;"23";"19";"27";"17";"70";"21";"14";"24";"0";"1005";"0";"0";"pioggia temporale "
Matera;19/7/2021;"23";"19";"28";"17";"69";"17";"13";"24";"0";"1007";"0";"0";""
Matera;20/7/2021;"24";"19";"29";"16";"65";"21";"15";"24";"0";"1012";"0";"0";""
Matera;21/7/2021;"25";"20";"30";"12";"48";"21";"16";"24";"0";"1016";"0";"0";""
Matera;22/7/2021;"24";"20";"29";"12";"50";"21";"23";"100";"0";"1016";"0";"0";""
Matera;23/7/2021;"25";"17";"31";"9";"40";"19";"10";"21";"0";"1014";"0";"0";""
Matera;24/7/2021;"26";"19";"33";"13";"47";"20";"11";"22";"0";"1014";"0";"0";""
Matera;25/7/2021;"27";"19";"33";"13";"49";"22";"17";"31";"0";"1014";"0";"0";""
Matera;26/7/2021;"28";"23";"36";"18";"59";"20";"14";"28";"0";"1015";"0";"0";""
Matera;27/7/2021;"29";"21";"38";"14";"49";"19";"8";"18";"0";"1017";"0";"0";""
Matera;28/7/2021;"32";"24";"40";"10";"29";"18";"9";"26";"0";"1016";"0";"0";""
Matera;29/7/2021;"31";"21";"39";"8";"28";"19";"9";"21";"0";"1014";"0";"0";""
Matera;30/7/2021;"30";"23";"37";"11";"33";"19";"11";"21";"0";"1013";"0";"0";""
Matera;31/7/2021;"28";"2";"38";"12";"40";"20";"11";"26";"0";"1011";"0";"0";""
